provider id,name,state,city,address,zip,ownership type - simple,ownership type - detailed,total surveys,date of last certification survey,date calculated,total deficiencies,complaint deficiencies,certification deficiencies,fms deficiencies
158756,ELIZABETH HOSPICE,CA,ESCONDIDO,500 LA TERRAZA BLVDSUITE 130,92025,Non-profit,NON-PROFIT/Private,1,2012-05-22,2014-07-02,13,4,9,0
158757,CITRUS VALLEY HOSPICE,CA,WEST COVINA,820 N PHILLIPS AVE,91791,Non-profit,NON-PROFIT/Private,1,2012-05-02,2014-07-02,4,0,4,0
158758,INLAND EMPIRE HOME HEALTH & HOSPICE,CA,HEMET,"890 W STETSON AVENUE, STE A",92543,Non-profit,NON-PROFIT/Private,1,2012-05-03,2014-07-02,10,10,0,0
158760,HOSPICE OF REDLANDS COMMUNITY HOSPITAL,CA,REDLANDS,350 TERRACINA BLVD,92373,For-profit,PROPRIETARY/Corporation,2,2011-12-09,2014-07-02,17,0,17,0
158761,VNA & HOSPICE OF SO CALIFORNIA,CA,CLAREMONT,150 W FIRST STREET #270,91711,Non-profit,NON-PROFIT/Private,1,2010-10-22,2014-07-02,3,0,3,0
158764,SAINT AGNES HOME HEALTH & HOSPICE,CA,FRESNO,6729 NORTH WILLOW AVE SUITE 103,93710,Non-profit,NON-PROFIT/Private,2,2013-08-17,2014-07-02,6,2,4,0
158767,"COMMUNITY HOSPICE, INC - HOSPICE",CA,MODESTO,4368 SPYRES WAY,95356,Non-profit,NON-PROFIT/Private,2,2013-08-25,2014-07-02,0,0,0,0
158769,KAISER FOUNDATION HOSPITAL - HOSPICE,CA,SACRAMENTO,3240 ARDEN WAY,95828,Non-profit,NON-PROFIT/Private,1,2012-04-18,2014-07-02,3,1,2,0
158770,HOSPICE OF THE EAST BAY,CA,PLEASANT HILL,3470 BUSKIRK AVENUE,94523,Non-profit,NON-PROFIT/Private,1,2013-10-18,2014-07-02,12,3,9,0
158771,"VNA OF GREATER LOS ANGELES, INC",CA,PASADENA,2826 E FOOTHILL BLVD SUITE 101,91107,For-profit,PROPRIETARY/Corporation,1,2011-06-08,2014-07-02,15,0,15,0
158780,WILSHIRE HOSPICE,CA,SAN LUIS OBISPO,277 SOUTH ST STE R,93401,Non-profit,NON-PROFIT/Private,1,2013-03-07,2014-07-02,6,0,6,0
158782,UC DAVIS HOSPICE PROGRAM,CA,SACRAMENTO,3630 BUSINESS DRIVE,95820,Other,Other,1,2010-06-10,2014-07-02,0,0,0,0
158789,SNOWLINE HOSPICE OF EL DORADO COUNTY-HOSPICE,CA,DIAMOND SPRINGS,6520 PLEASANT VALLEY ROAD,95619,Non-profit,NON-PROFIT/Private,1,2013-11-07,2014-07-02,2,0,2,0
158794,GENTIVA HOSPICE,CA,IRVINE,"2355 MAIN STREET, SUITE 230",92614,For-profit,PROPRIETARY/Corporation,1,2011-02-11,2014-07-02,44,24,20,0
158795,HOSPICE OF SAN JOAQUIN,CA,STOCKTON,3888 PACIFIC AVENUE,95204,Non-profit,NON-PROFIT/Other,1,2013-03-06,2014-07-02,5,4,1,0
158796,CORONA REGIONAL MEDICAL CENTER (HOSPICE),CA,CORONA,730 MAGNOLIA AVENUE,92879,For-profit,PROPRIETARY/Corporation,1,2013-02-22,2014-07-02,14,5,9,0
158797,FALLBROOK HOSPICE,CA,FALLBROOK,"521 E ELDER STREET, SUITE 208",92028,For-profit,PROPRIETARY/Corporation,1,2013-06-25,2014-07-02,3,0,3,0
158802,PARADISE HOSPICE,CA,PARADISE,1289 BILLE ROAD,95969,Non-profit,NON-PROFIT/Church,1,2011-02-15,2014-07-02,16,0,16,0
158805,VNA OF ORANGE COUNTY LLC - HOSPICE,CA,SANTA ANA,"2520 RED HILL AVENUE, SUITE 100A",92705,For-profit,PROPRIETARY/Corporation,1,2011-11-16,2014-07-02,31,0,31,0
158809,KAISER FOUNDATION HOSPITAL HOSPICE-SANTA CLARA,CA,SANTA CLARA,2610 AUGUSTINE DRIVE,95054,Non-profit,NON-PROFIT/Other,1,2013-03-15,2014-07-02,1,0,1,0
158810,VITAS HEALTHCARE CORPORATION OF CALIFORNIA,CA,SAN BERNARDINO,"1845 BUSINESS CENTER DRIVE, SUITE 120",92408,For-profit,PROPRIETARY/Corporation,1,2011-01-05,2014-07-02,50,45,5,0
158812,MARIAN HOSPICE,CA,SANTA MARIA,504/506 E PLAZA DR,93454,Other,Other,1,2013-06-20,2014-07-02,6,2,4,0
158813,GENTIVA HOSPICE,CA,SAN BERNARDINO,735 CARNEGIE DRIVE SUITE 240,92408,For-profit,PROPRIETARY/Partnership,1,2011-05-06,2014-07-02,15,13,2,0
158815,HOSPICE OF SADDLEBACK VALLEY,CA,LAGUNA HILLS,"24411 HEALTH CENTER DR, SUITE 400",92653,Non-profit,NON-PROFIT/Private,1,2010-06-09,2014-07-02,22,0,22,0
158816,VITAS HEALTHCARE CORPORATION OF CALIFORNIA,CA,SAN DIEGO,"9655 GRANITE RIDGE DRIVE, SUITE 300",92123,For-profit,PROPRIETARY/Corporation,1,2006-06-20,2014-07-02,33,24,9,0
158818,MERCY HOSPICE,CA,SACRAMENTO,"9912 BUSINESS PARK DRIVE, SUITE 100",95827,Non-profit,NON-PROFIT/Private,1,2014-01-09,2014-07-02,8,0,8,0
158820,VNA CALIFORNIA,CA,BANNING,"264 HIGHLAND SPRINGS AVE, BLDG 4  STE A",92220,Other,Other,1,2012-06-22,2014-07-02,31,1,30,0
158821,SEASONS HOSPICE & PALLIATIVE CARE OF CALIFORNIA,CA,ORANGE,"750 THE CITY DRIVE SOUTH, SUITE 120",92868,For-profit,PROPRIETARY/Corporation,2,2008-11-07,2014-07-02,47,27,20,0
158825,VITAS HEALTHCARE CORP,CA,COVINA,1343 N GRAND AVENUE,91724,For-profit,PROPRIETARY/Corporation,1,2011-06-28,2014-07-02,5,1,4,0
158826,HOSPICE OF THE SIERRA,CA,SONORA,20100 CEDAR ROAD NORTH,95370,Government,Government and Non-Profit,1,2009-06-18,2014-07-02,0,0,0,0
158828,PEC HOSPICE,CA,GARDEN GROVE,10507 GARDEN GROVE BLVD,92843,For-profit,PROPRIETARY/Corporation,1,2011-12-21,2014-07-02,47,0,47,0
158831,TORRANCE MEMORIAL HOSPICE,CA,TORRANCE,3330 LOMITA BLVD,90505,Non-profit,NON-PROFIT/Private,2,2012-03-17,2014-07-02,0,0,0,0
158833,HOSPICE CARE OF CALIFORNIA,CA,PLACENTIA,377 E CHAPMAN AVENUE STE 280,92870,For-profit,PROPRIETARY/Corporation,1,2012-01-14,2014-07-02,9,9,0,0
158840,FREMONT-RIDEOUT HOME HLTH/VALLEY HOSPICE,CA,YUBA CITY,939 LIVE OAK BLVD,95991,Non-profit,NON-PROFIT/Other,1,2011-04-14,2014-07-02,9,0,9,0
158845,HOSPICE OF THE FOOTHILLS,CA,GRASS VALLEY,11270 ROUGH AND READY HIGHWAY,95945,Non-profit,NON-PROFIT/Church,1,2010-10-27,2014-07-02,12,0,12,0
158848,SUTTER AUBURN FAITH VNA & HOSPICE-HOSPICE,CA,AUBURN,"11775 EDUCATION STREET, SUITE 201",95602,Non-profit,NON-PROFIT/Private,1,2014-01-09,2014-07-02,1,0,1,0
158849,ST MARY MEDICAL CENTER VNA HOSPICE,CA,LONG BEACH,1050 LINDEN AVENUE,90813,Non-profit,NON-PROFIT/Church,1,2004-09-07,2014-07-02,14,0,14,0
158850,ASSISTED HOME HOSPICE,CA,NORTHRIDGE,"8550 BALBOA BLVD, STE 282",91325,For-profit,PROPRIETARY/Corporation,1,2013-12-06,2014-07-02,2,0,2,0
158853,COMPANION HOSPICE,CA,ORANGE,2041 W ORANGEWOOD AVENUE,92868,For-profit,PROPRIETARY/Corporation,6,2012-11-10,2014-07-02,101,46,55,0
158859,CHAPMAN CONVALESCENT HOSPITAL HOSPICE,CA,RIVERSIDE,6736 PALM AVENUE,92506,For-profit,PROPRIETARY/Corporation,1,2013-03-29,2014-07-02,79,22,57,0
158861,MERCY HOSPICE,CA,REDDING,1544 MARKET STREET,96001,Non-profit,NON-PROFIT/Private,1,2011-05-26,2014-07-02,7,1,6,0
158862,HOFFMANN HOSPICE,CA,BAKERSFIELD,8501 BRIMHALL ROAD,93312,Other,Other,1,2012-12-08,2014-07-02,1,1,0,0
158863,HOSPICE BY THE SEA,CA,SOLANA BEACH,"312 S CEDROS, SUITE 250",92075,Other,Other,1,2008-09-29,2014-07-02,13,1,12,0
158865,PHOENIX HOSPICE,CA,WILLITS,100 SAN HEDRIN CIRCLE,95490,For-profit,PROPRIETARY/Corporation,1,2012-02-10,2014-07-02,0,0,0,0
158868,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,CA,ROSEVILLE,"1836 SIERRA GARDENS DRIVE, SUITE 130",95661,Other,Other,1,2014-02-06,2014-07-02,2,0,2,0
158872,VITAS HEALTHCARE CORP,CA,ENCINO,16830 VENTURA BLVD #315,91436,For-profit,PROPRIETARY/Corporation,1,2013-11-05,2014-07-02,7,1,6,0
158873,"MADRONE HOSPICE, INC",CA,YREKA,255 COLLIER CIRCLE,96097,Non-profit,NON-PROFIT/Other,1,2011-11-02,2014-07-02,23,0,23,0
158875,ST JOSEPH HEALTH SYS HOME CARE SERVICES - HOSPICE,CA,ORANGE,1845 W ORANGEWOOD AVE SUITE 100,92868,For-profit,PROPRIETARY/Partnership,1,2012-07-25,2014-07-02,37,8,29,0
158877,HOSPICE CARE OF CALIFORNIA,CA,SANTA FE SPRINGS,14111 E FREEWAY DRIVE SUITE 321,90670,For-profit,PROPRIETARY/Corporation,1,2012-06-02,2014-07-02,0,0,0,0
158878,ASERACARE HOSPICE,CA,CONCORD,"1001 GALAXY WAY, #101",94520,For-profit,PROPRIETARY/Corporation,3,2011-10-10,2014-07-02,9,0,9,0
158879,TENDER LOVING CARE HOME HOSPICE,CA,MOORPARK,5400 ATLANTIS COURT,93021,For-profit,PROPRIETARY/Partnership,1,2012-03-30,2014-07-02,1,1,0,0
158881,MISSION HOSPICE OF SAN MATEO COUNTY,CA,SAN MATEO,"1900 O'FARRELL STREET, SUITE 200",94403,Non-profit,NON-PROFIT/Private,1,2004-09-08,2014-07-02,2,0,2,0
158882,ENLOE MEDICAL CENTER HOSPICE,CA,CHICO,1390 E LASSEN AVE,95973,Non-profit,NON-PROFIT/Private,1,2013-09-21,2014-07-02,7,0,7,0
158884,ANGELES VISTA HOSPICE,CA,BEVERLY HILLS,"8501 WILSHIRE BLVD, SUITE 336",90211,For-profit,PROPRIETARY/Corporation,1,2013-03-12,2014-07-02,8,3,5,0
158885,JOHN C FREMONT HEALTHCARE DISTRICT HOSPICE,CA,MARIPOSA,"5108 HWY 140, STE C",95338,Other,Other,1,2013-03-07,2014-07-02,3,1,2,0
158886,ADVENTIST HEALTH HOME CARE AND HOSPICE SERVICES,CA,HANFORD,"460 KINGS COUNTY DRIVE, STE 101",93230,Non-profit,NON-PROFIT/Church,1,2013-12-05,2014-07-02,9,0,9,0
158895,THE HOSPICE HOUSE PRESBYTERIAN INTERCOMMUNITY,CA,WHITTIER,10742 VALLEY VIEW,90604,Non-profit,NON-PROFIT/Other,1,2004-02-05,2014-07-02,3,0,3,0
158903,MISSION HOSPICE,CA,SOUTH PASADENA,625 FAIR OAKS AVE SUITE 229,91030,For-profit,PROPRIETARY/Corporation,3,2012-02-17,2014-07-02,44,10,34,0
158904,INLAND VALLEY HOSPICE,CA,RIVERSIDE,3770 MYERS STREET,92503,For-profit,PROPRIETARY/Corporation,1,2012-05-22,2014-07-02,22,2,20,0
158908,HEARTLAND HOSPICE SERVICES,CA,MONTEREY,"2511 GARDEN ROAD, SUITE A-250",93940,For-profit,PROPRIETARY/Corporation,1,2012-04-03,2014-07-02,9,2,7,0
158920,THE VILLAGE MANOR HOSPICE,CA,LOS ANGELES,"3860 CRENSHAW BLVD, SUITE 219",90008,For-profit,PROPRIETARY/Corporation,2,2005-06-14,2014-07-02,31,0,31,0
158921,HOSPICE OF IMPERIAL VALLEY,CA,EL CENTRO,300 S IMPERIAL AVENUE SUITE 15,92243,For-profit,PROPRIETARY/Corporation,1,2013-03-28,2014-07-02,26,9,17,0
158924,COMMUNITY HOSPICE OF VICTOR VALLEY,CA,APPLE VALLEY,16147 KAMANA ROAD,92307,Other,Other,1,2011-07-15,2014-07-02,8,4,4,0
158927,BARTON MEMORIAL HOSPITAL HHA & HOSPICE,CA,SOUTH LAKE TAHOE,2092 LAKE TAHOE BLVD SUITE 500,96150,Non-profit,NON-PROFIT/Private,1,2013-11-06,2014-07-02,4,0,4,0
158929,"CENTRAL COAST VNA & HOSPICE, INC",CA,SALINAS,45 PLAZA CIRCLE,93901,Non-profit,NON-PROFIT/Other,1,2013-06-14,2014-07-02,7,2,5,0
158931,WELLS HOUSE,CA,LONG BEACH,245 CHERRY AVENUE,90802,For-profit,PROPRIETARY/Indvidual,2,2011-06-02,2014-07-02,12,1,11,0
158932,ODYSSEY HOSPICE,CA,RANCHO MIRAGE,"71-777 SAN JACINTO DRIVE, SUITE 102",92270,For-profit,PROPRIETARY/Corporation,1,2013-05-06,2014-07-02,14,10,4,0
158934,"MILESTONE HOSPICE, INC",CA,TORRANCE,1500 CRENSHAW BLVD SUITE 200,90501,For-profit,PROPRIETARY/Corporation,2,2010-10-13,2014-07-02,8,1,7,0
158935,ROZE ROOM HOSPICE,CA,CULVER CITY,"5000 OVERLAND AVENUE, STE 101",90230,For-profit,PROPRIETARY/Corporation,1,2012-07-28,2014-07-02,7,7,0,0
158936,CEDARS SINAI HOSPICE,CA,BEVERLY HILLS,200 N ROBERTSON BLVD,90211,Non-profit,NON-PROFIT/Private,1,2004-06-01,2014-07-02,4,0,4,0
158941,OPTIMAL HOSPICE CARE,CA,BAKERSFIELD,"1675 CHESTER AVENUE, SUITE 401",93301,For-profit,PROPRIETARY/Corporation,1,2011-05-04,2014-07-02,2,2,0,0
158943,TRI-CITY HOSPICE,CA,VISTA,"2095 W VISTA WAY, #101",92083,Other,Other,1,2006-07-11,2014-07-02,26,8,18,0
158944,HI-DESERT HOME HEALTH SERVICES-HOSPICE,CA,JOSHUA TREE,63484 CHICKASAW,92252,Other,Other,1,2011-05-19,2014-07-02,2,0,2,0
158947,HOME REACH HOSPICE,CA,CERRITOS,11090 ARTESIA BLVD SUITE F,90703,For-profit,PROPRIETARY/Corporation,1,2011-08-19,2014-07-02,81,0,81,0
158948,TAHOE FOREST HOSPICE,CA,TRUCKEE,10985 SPRING LANE,96162,Other,Other,1,2013-07-24,2014-07-02,2,0,2,0
158949,HOSPICE OF THE NORTH COAST,CA,CARLSBAD,"2525 PIO PICO DRIVE, SUITE 301",92008,For-profit,PROPRIETARY/Corporation,1,2013-06-10,2014-07-02,22,3,19,0
158952,MERCY HOSPICE MT SHASTA,CA,MOUNT SHASTA,914 PINE STREET,96067,Non-profit,NON-PROFIT/Church,1,2012-08-23,2014-07-02,0,0,0,0
158953,PROCARE HOSPICE,CA,LANCASTER,42442 NORTH 10TH STREET WEST SUITE E,93534,For-profit,PROPRIETARY/Corporation,1,2011-06-10,2014-07-02,0,0,0,0
158955,VITAS HEALTHCARE CORPORATION OF CALIFORNIA,CA,TORRANCE,"990 W 190TH STREET, SUITE 550",90502,For-profit,PROPRIETARY/Corporation,1,2011-08-08,2014-07-02,14,12,2,0
158956,GENTIVA HOSPICE,CA,BAKERSFIELD,"5001 EAST COMMERCE CENTER DRIVE, SUITE 140",93309,For-profit,PROPRIETARY/Corporation,1,2012-07-12,2014-07-02,14,0,14,0
158958,HEARTLAND HH CARE & HOSPICE,CA,WEST COVINA,1000 E LAKES DRIVE SUITE 225,91790,For-profit,PROPRIETARY/Corporation,1,2011-05-31,2014-07-02,22,17,5,0
158959,ASSISTED HOME HOSPICE,CA,VENTURA,"4450 WESTINGHOUSE STREET, SUITE #103",93003,For-profit,PROPRIETARY/Corporation,1,2013-04-18,2014-07-02,4,2,2,0
158960,"ST LIZ HOSPICE, INC",CA,LOS ANGELES,2535 W TEMPLE STREET SUITE A,90026,For-profit,PROPRIETARY/Corporation,1,2013-03-16,2014-07-02,0,0,0,0
164734,"PIKES PEAK HOSPICE AND PALLIATIVE CARE, INC",CO,COLORADO SPRINGS,2550 TENDERFOOT HILL STREET,80906,Non-profit,NON-PROFIT/Private,4,2011-08-24,2014-07-01,28,14,14,0
164735,TRU COMMUNITY CARE - LAFAYETTE,CO,LAFAYETTE,2594 TRAILRIDGE DRIVE EAST,80026,Non-profit,NON-PROFIT/Other,1,2009-03-31,2014-07-02,10,3,7,0
164736,HOSPICE AND PALLIATIVE CARE OF NORTHERN COLORADO,CO,GREELEY,2726 W 11TH STREET ROAD,80634,Non-profit,NON-PROFIT/Private,1,2011-11-03,2014-07-02,21,8,13,0
164737,DENVER HOSPICE THE,CO,DENVER,501 SOUTH CHERRY STREET #700,80246,Non-profit,NON-PROFIT/Private,2,2012-12-14,2014-07-02,37,14,23,0
164738,LAMAR AREA HOSPICE ASSOCIATION,CO,LAMAR,108 WEST OLIVE,81052,Other,Other,1,2011-07-28,2014-07-02,8,2,6,0
164739,ST ANTHONY HOSPICE,CO,DENVER,1391 SPEER BLVD SUITE 600,80204,For-profit,PROPRIETARY/Corporation,2,2013-12-14,2014-07-02,6,0,6,0
164740,PROSPECT HOME CARE HOSPICE INC,CO,WOODLAND PARK,"16222 W HIGHWAY 24, SUITE 120",80863,Non-profit,NON-PROFIT/Private,2,2012-11-29,2014-07-02,9,8,1,0
164741,EXEMPLA LUTHERAN HOSPICE AT COLLIER HOSPICE CTR,CO,WHEAT RIDGE,3210 LUTHERAN PARKWAY,80033,Other,Other,2,2012-01-19,2014-07-02,2,2,0,0
164742,"MT EVANS HOSPICE, INC",CO,EVERGREEN,3081 BERGEN PEAK DRIVE,80439,Non-profit,NON-PROFIT/Other,1,2011-06-30,2014-07-02,6,0,6,0
164743,SANGRE DE CRISTO HOSPICE AND PALLIATIVE CARE,CO,PUEBLO,1207 PUEBLO BLVD WAY,81005,Other,Other,3,2012-07-24,2014-07-02,12,1,11,0
164744,"HOSPICE DEL VALLE, INC.",CO,ALAMOSA,514 MAIN STREET,81101,For-profit,PROPRIETARY/Corporation,1,2008-09-25,2014-07-02,4,0,4,0
164745,HOSPICE OF MERCY-DURANGO,CO,DURANGO,"1 MERCADO STREET, SUITE 270",81301,For-profit,PROPRIETARY/Corporation,3,2013-12-13,2014-07-02,1,1,0,0
164746,ARKANSAS VALLEY HOSPICE INC,CO,LA JUNTA,531 LEWIS AVENUE,81050,Non-profit,NON-PROFIT/Private,1,2011-08-10,2014-07-02,9,2,7,0
164747,PATHWAYS HOSPICE - FORT COLLINS,CO,FORT COLLINS,305 CARPENTER ROAD,80525,Non-profit,NON-PROFIT/Private,1,2011-05-19,2014-07-02,17,4,13,0
164748,CENTURA HOME CARE,CO,DENVER,1391 SPEER BLVD SUITE 600,80204,For-profit,PROPRIETARY/Corporation,2,2011-01-15,2014-07-02,15,8,7,0
164751,HOSPICE OF SAINT JOHN,CO,LAKEWOOD,1320 EVERETT COURT,80215,Non-profit,NON-PROFIT/Private,2,2011-01-21,2014-07-02,42,24,18,0
164752,HOSPICE OF MONTEZUMA INC,CO,CORTEZ,1345 S BROADWAY,81321,Non-profit,NON-PROFIT/Other,1,2011-08-04,2014-07-02,3,1,2,0
164753,HOSPICE OF THE ESTES VALLEY,CO,ESTES PARK,555 PROSPECT AVE,80517,Other,Other,1,2011-06-15,2014-07-02,2,0,2,0
164755,HEART OF THE ROCKIES HOME HEALTH AND HOSPICE,CO,SALIDA,"301 OAK STREET, UNIT E",81201,Other,Other,3,2013-06-28,2014-07-02,21,6,15,0
164756,VNA HOSPICE AT HOME,CO,DENVER,390 GRANT ST,80203,Other,Other,3,2013-01-29,2014-07-02,12,0,12,0
164757,HOPEWEST GRAND JUNCTION,CO,GRAND JUNCTION,2754 COMPASS DRIVE STE 377,81506,Other,Other,1,2008-10-22,2014-07-02,4,0,4,0
164760,BACA COUNTY HOSPICE,CO,SPRINGFIELD,200 EAST 10TH AVENUE,81073,Government,Government and Non-Profit,2,2013-08-21,2014-07-02,8,0,8,0
164761,GENTIVA HOSPICE,CO,COLORADO SPRINGS,5526 NORTH ACADEMY BLVD SUITE 108,80918,For-profit,PROPRIETARY/Partnership,3,2013-09-25,2014-07-02,12,9,3,0
164762,NORTHWEST COLORADO VISITING NURSE ASSOCIATION,CO,STEAMBOAT SPRINGS,480 ROLLINGSTONE DRIVE,80487,Non-profit,NON-PROFIT/Private,1,2010-07-14,2014-07-02,10,0,10,0
164767,GUNNISON VALLEY HEALTH HOSPICE AND PALLIATIVE CARE,CO,GUNNISON,120 NORTH BOULEVARD,81230,Government,GOVERNMENT/County,1,2011-10-13,2014-07-02,3,0,3,0
164768,HOSPICE OF THE PLAINS INC,CO,WRAY,1017 W 7TH STREET,80758,For-profit,PROPRIETARY/Corporation,2,2013-06-06,2014-07-02,5,1,4,0
164770,"OPTUM PALLIATIVE  & HOSPICE CARE, INC",CO,ENGLEWOOD,6455 S YOSEMITE STREET 6TH FLOOR,80111,For-profit,PROPRIETARY/Corporation,2,2011-12-02,2014-07-02,19,11,8,0
164772,ROARING FORK HOSPICE,CO,GLENWOOD SPRINGS,1906 BLAKE AVENUE,81601,Government,GOVERNMENT/City-County,1,2006-09-27,2014-07-02,2,0,2,0
164773,CARING HANDS HOSPICE,CO,BURLINGTON,286 16TH STREET,80807,Government,Government and Non-Profit,1,2007-08-17,2014-07-02,1,0,1,0
164774,GENTIVA HOSPICE,CO,WHEAT RIDGE,4350 WADSWORTH BLVD STE 250,80033,For-profit,PROPRIETARY/Corporation,3,2013-06-25,2014-07-02,12,1,11,0
164775,NAMASTE HOSPICE,CO,DENVER,1633 FILLMORE SUITE 300,80206,For-profit,PROPRIETARY/Corporation,2,2012-02-28,2014-07-02,6,2,4,0
164777,HEARTLAND HOME HEALTH CARE AND HOSPICE,CO,WESTMINSTER,8774 YATES DRIVE STE 100,80031,For-profit,PROPRIETARY/Corporation,4,2012-05-08,2014-07-02,20,11,9,0
169181,"CONNECTICUT HOSPICE INC, THE",CT,BRANFORD,100 DOUBLE BEACH ROAD,6405,Non-profit,NON-PROFIT/Private,2,2014-01-08,2014-07-02,12,5,7,0
169182,CARING HOSPICE SERVICES OF CONNECTICUT LLC,CT,STAMFORD,"45 CHURCH STREET, SUITE 203",6906,Non-profit,NON-PROFIT/Private,1,2008-04-09,2014-07-02,9,2,7,0
169183,VISITING NURSE & HEALTH SERVIC,CT,VERNON,8 KEYNOTE DRIVE,6066,Non-profit,NON-PROFIT/Private,2,2009-08-12,2014-07-02,9,3,6,0
169185,DAY KIMBALL HOMECARE,CT,PUTMAN,320 POMFRET STREET,6260,Non-profit,NON-PROFIT/Private,1,2009-04-22,2014-07-02,0,0,0,0
169186,VISITING NURSE SERVICES OF CT,CT,BRIDGEPORT,765 FAIRFIELD AVENUE,6606,Other,Other,2,2010-05-18,2014-07-02,3,3,0,0
169187,HOSPICE OF SOUTHEASTERN CT INC,CT,NORWICH,227 DUNHAM STREET,6360,Non-profit,NON-PROFIT/Private,1,2013-03-18,2014-07-02,0,0,0,0
169188,VNA HEALTH CARE,CT,HARTFORD,103 WOODLAND STREET,6105,Non-profit,NON-PROFIT/Private,2,2012-03-20,2014-07-02,1,1,0,0
169189,VISITING NRS & COMM HEALTH OF E CT INC,CT,MANSFIELD CENTER,34 LEDGEBROOK DRIVE,6250,Non-profit,NON-PROFIT/Other,1,2007-09-18,2014-07-02,0,0,0,0
169191,"MASONICARE PARTNERS HOME HEALTH AND HOSPICE, INC",CT,HARTFORD,114 WOODLAND ST,6105,Non-profit,NON-PROFIT/Private,1,2009-06-05,2014-07-02,3,0,3,0
169193,"VISITING NURSE & HOSPICE OF FAIRFIELD COUNTY, INC",CT,NORWALK,"761 MAIN AVENUE, SUITE 114",6851,Non-profit,NON-PROFIT/Private,1,2011-01-15,2014-07-02,0,0,0,0
169194,VNA OF CENTRAL CONNECTICUT INC,CT,PLAINVILLE,56 W MAIN ST,6062,Non-profit,NON-PROFIT/Other,1,2009-02-17,2014-07-02,0,0,0,0
169196,"VNA VALLY CARE, INC",CT,SIMBURY,8 OLD MILL LANE,6070,Non-profit,NON-PROFIT/Private,2,2011-05-04,2014-07-02,1,0,1,0
169197,MASONICARE HOME HEALTH AND HOSPICE INC,CT,WALLINGFORD,33 NORTH PLAINS INDUSTRIAL RD,6492,Non-profit,NON-PROFIT/Private,2,2009-09-02,2014-07-02,8,5,3,0
169198,BRISTOL HOSPITAL HOME CARE AG,CT,PLAINVILLE,7 NORTH WASHINGTON STREET,6062,Other,Other,2,2011-06-15,2014-07-02,0,0,0,0
169199,REGIONAL HOSPICE AND HOME CARE OF WESTERN CT,CT,DANBURY,405 MAIN STREET,6810,Non-profit,NON-PROFIT/Private,1,2009-06-15,2014-07-02,0,0,0,0
169200,GREATER BRISTOL VNA,CT,BRISTOL,195 MALTBY STREET,6010,For-profit,PROPRIETARY/Corporation,2,2011-04-20,2014-07-02,1,0,1,0
169201,HOME & COMMUNITY HEALTH SERVIC,CT,ENFIELD,101 PHOENIX AVENUE,6083,Non-profit,NON-PROFIT/Private,1,2009-03-12,2014-07-02,1,0,1,0
169203,MIDDLESEX HOSPITAL HOMECARE,CT,MIDDLETOWN,770 SAYBROOK ROAD,6457,Other,Other,2,2012-04-16,2014-07-02,0,0,0,0
169204,FOOTHILLS VISITING NURSE AND H,CT,WINSTED,32 UNION STREET,6098,Non-profit,NON-PROFIT/Private,1,2007-11-26,2014-07-02,3,0,3,0
169205,MCLEAN HOME CARE AND HOSPICE,CT,SIMSBURY,75 GREAT POND ROAD,6070,Non-profit,NON-PROFIT/Private,2,2012-12-28,2014-07-02,1,0,1,0
169206,"VNA HEALTH AT HOME, INC",CT,WATERTOWN,"27 SIEMON COMPANY DRIVE, SUITE101",6795,Non-profit,NON-PROFIT/Private,1,2006-06-13,2014-07-02,1,0,1,0
169208,NEW MILFORD VNA INC,CT,NEW MILFORD,68 PARK LANE ROAD,6776,Non-profit,NON-PROFIT/Other,1,2012-08-20,2014-07-02,0,0,0,0
169209,GREENWICH HOSPITAL HOME CARE DEPARTMENT,CT,STAMFORD,2015 WEST MAIN STREET,6902,Non-profit,NON-PROFIT/Other,1,2008-04-04,2014-07-02,0,0,0,0
169211,"FRANCISCAN FAMILY CARE CENTER,",CT,MERIDEN,267 FINCH AVENUE,6451,Non-profit,NON-PROFIT/Church,2,2010-10-05,2014-07-02,3,0,3,0
169212,MIDSTATE VNA AND HOSPICE,CT,MERIDEN,ONE RESEARCH PARKWAY,6450,Non-profit,NON-PROFIT/Private,1,2004-06-10,2014-07-02,0,0,0,0
170671,DELAWARE HOSPICE - NORTH DIVISION,DE,NEWARK,16 POLLY DRUMMOND CENTER SECOND FLOOR,19711,Non-profit,NON-PROFIT/Private,2,2011-04-29,2014-07-02,12,2,10,0
170672,DELAWARE HOSPICE CENTRAL DIV,DE,DOVER,911 S DUPONT HWY,19901,Non-profit,NON-PROFIT/Private,2,2013-08-29,2014-07-02,1,0,1,0
170673,"DELAWARE HOSPICE, INC SOUTHERN DIVISION",DE,MILFORD,100 PATRIOTS WAY,19963,Non-profit,NON-PROFIT/Private,1,2009-04-22,2014-07-02,18,13,5,0
170675,ODYSSEY HOSPICE,DE,WILMINGTON,1407 FOULK ROAD SUITE 200,19803,For-profit,PROPRIETARY/Corporation,1,2010-09-14,2014-07-02,8,0,8,0
171677,COMMUNITY HOSPICE OF WASHINGTON DC,DC,WASHINGTON,3720 UPTON STREET NW,20016,For-profit,PROPRIETARY/Other,2,2008-01-24,2014-07-02,9,1,8,0
